"id","name","party","state","vote.100000190","vote.100000191","vote.100000198","vote.100000199","vote.100000200","vote.100000201","vote.100000202","vote.100000203","vote.100000204","vote.100000205","vote.100000206","vote.100000207","vote.100000208","vote.100000209","vote.100000210","vote.100000211","vote.100000212","vote.100000213","vote.100000214","vote.100000215","vote.100000216","vote.100000217","vote.100000218","vote.100000219","vote.100000220","vote.100000221","vote.100000222","vote.100000223","vote.100000224","vote.100000225","vote.100000226","vote.100000227","vote.100000228","vote.100000229","vote.100000230","vote.100000231","vote.100000232","vote.100000233","vote.100000234","vote.100000235","vote.100000236","vote.100000237","vote.100000238","vote.100000239","vote.100000240","vote.100000241","vote.100000242","vote.100000243","vote.100000244","vote.100000245","vote.100000246","vote.100000247","vote.100000248","vote.100000249","vote.100000250","vote.100000251","vote.100000252","vote.100000253","vote.100000254","vote.100000255","vote.100000256","vote.100000257","vote.100000258","vote.100000259","vote.100000260","vote.100000261","vote.100000262","vote.100000263","vote.100000264","vote.100000265","vote.100000266","vote.100000267","vote.100000268","vote.100000269","vote.100000270","vote.100000271","vote.100000272","vote.100000707","vote.100000753","vote.100000754","vote.100000755","vote.100000756","vote.100000757","vote.100000758","vote.100000759","vote.100000760","vote.100000761","vote.141","vote.161","vote.181","vote.184","vote.203","vote.205","vote.225","vote.285","vote.385","vote.405","vote.425","vote.446","vote.465","vote.546","vote.586"
524,"CHICO DA PRINCESA","PTB","PR",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,4,4,4,4,4,1,5
410,"CHICO VIGILANTE","PT","DF",2,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,NA,NA,1,2,2,1,2,NA,2,2,2,2,2,NA,NA,2,1,2,2,NA,2,2,2,2,NA,2,2,2,2,NA,1,2,1,2,1,1,2,1,2,2,2,2,1,1,NA,1,2,1,1,1,2,1,NA,1,2,2,1,1,2,3,1,1,2,2,2,1,1,1,4,1,1,1,1,1,2,2,4
291,"CIDINHA CAMPOS","PDT","RJ",1,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,NA,2,2,2,2,2,NA,2,2,NA,2,NA,1,2,2,2,2,NA,NA,2,2,2,NA,1,2,1,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,4
122,"CIPRIANO CORREIA","PSDB","RN",NA,NA,2,2,2,2,2,2,NA,NA,1,2,2,2,2,2,1,2,2,2,1,NA,2,2,2,1,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,2,1,1,1,2,2,1,1,2,NA,2,1,2,2,2,1,2,2,2,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4
112,"CIRO NOGUEIRA","PFL","PI",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2,1,2,2,2,2,3,3,3,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,3,3,3,3,3,NA,NA,NA,NA,NA,2,2,2,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,4,4,4,4,2,1,1,2,4,4,4
186,"CLAUDIO CAJADO","PFL","BA",2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,4,4,1,2,1,1,2,1,1,4
176,"CLEONANCIO FONSECA","PMDB","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,1,2,1,4,4,2,3,1,4,4,1,2,1,1,4
603,"COLBERT MARTINS","PPS","BA",2,1,1,1,NA,NA,1,1,1,1,1,1,2,2,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,NA,2,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,1,2,1,NA,2,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1
45,"CONFUCIO MOURA","PMDB","RO",2,2,2,NA,2,2,2,2,2,1,1,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,1,NA,2,1,2,2,1,NA,NA,1,1,1,1,NA,1,1,2,1,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,2,1,1,2,2,1,NA,1,NA,2,NA,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,4,4,2,1,1,2,1,4,4
345,"CORAUCI SOBRINHO","PFL","SP",2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,3,1,1,NA,NA,1,1,1,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,NA,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1
187,"CORIOLANO SALES","PDT","BA",3,3,1,NA,1,2,3,3,3,1,1,3,1,2,NA,3,2,1,1,1,3,3,3,NA,2,3,2,3,2,2,3,3,1,2,2,2,2,2,NA,2,2,1,2,NA,1,NA,NA,NA,2,NA,2,2,2,NA,NA,1,NA,1,NA,1,NA,1,1,2,2,1,2,2,2,1,1,1,3,1,1,1,NA,NA,3,3,2,3,1,3,3,1,3,2,2,3,1,3,4,3,1,4,4,1,2,1,2,4
540,"COSTA FERREIRA","PFL","MA",NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,3,4,4,4,4,4
346,"CUNHA BUENO","PPB","SP",1,1,2,2,1,2,1,1,NA,NA,2,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,2,1,2,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,NA,NA,2,2,NA,1,1,NA,NA,2,1,1,NA,1,1,2,NA,NA,2,NA,1,1,4,4,4,4,4,4,4,4,2,1,2,2,4,4,4
347,"CUNHA LIMA","PPB","SP",2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,2,2,2,NA,1,1,1,NA,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,4,2,1,2,4
604,"DALILA FIGUEIREDO","PSDB","SP",2,1,NA,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,2,1,1,NA,2,NA,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,"DANILO DE CASTRO","PSDB","MG",2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,1,2,1,1,2,1,1,1,NA,NA,1,1,1,NA,2,NA,1,3,NA,1,NA,1,1,2,2,1,NA,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,4,2,1,1,4,1,1,4
61,"DARCI COELHO","PFL","TO",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,2,NA,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,2,NA,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,4,1,4
491,"DARCISIO PERONDI","PMDB","RS",2,2,2,2,NA,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,2,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,NA,2,1,1,2,2,2,1,2,2,2,1,2,2,2,3,2,1,1,1,2,1,1,2,1,1,2,3,1,5
71,"DAVI ALVES SILVA","PPB","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,NA,NA,1,1,2,1,1,1,1,2,NA,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,"DE VELASCO","PMN","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,"DE VELASCO","PRONA","SP",2,2,2,2,2,2,2,2,2,1,NA,2,2,2,2,2,1,2,2,2,1,2,2,2,2,NA,NA,NA,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,3,2,1,2,NA,2,1,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,2,4,1,2,1,1,2,1,2,4
535,"DEJANDIR DALPASQUALE","PMDB","SC",2,2,1,2,2,2,2,2,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,NA,NA,2,1,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"DELFIM NETTO","PPB","SP",NA,NA,NA,NA,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,2,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,NA,NA,2,2,2,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,4,4,1,2,1,1,4,4,1,4
588,"DERCIO KNOP","PDT","SC",1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,2,NA,1,2,2,NA,2,2,2,3,2,3,2,2,2,NA,1,2,1,2,1,NA,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,1,4,4,1,1,1,1,1,2,2,4
444,"DILCEU SPERAFICO","PPB","PR",2,NA,2,2,2,2,2,2,2,1,2,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,4,4,1,4
433,"DILSO SPERAFICO","PSDB","MS",2,2,NA,NA,2,2,2,2,2,1,1,2,2,NA,NA,2,1,2,2,2,1,2,2,2,2,2,2,NA,1,2,2,1,2,NA,1,1,1,1,NA,2,2,2,2,2,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
576,"DJALMA DE ALMEIDA CESAR","PMDB","PR",2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,2,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,5
62,"DOLORES NUNES","PFL","TO",1,2,NA,NA,2,2,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,1,2,2,1,1,1,2,2,1,2,1,2,2,NA,1,1,1,1,NA,NA,1,1,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,NA,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,1,4,4,4,4,1,2,1,1,2,1,1,4
188,"DOMINGOS LEONELLI","PSB","BA",NA,1,1,NA,1,1,1,1,1,NA,1,1,3,2,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,NA,2,2,2,2,NA,NA,2,1,2,2,1,2,2,2,2,2,NA,2,2,2,NA,1,NA,NA,NA,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,NA,2,3,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,4,1
349,"DUILIO PISANESCHI","PTB","SP",2,2,2,NA,2,2,2,1,2,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,2,NA,2,1,2,1,1,2,NA,NA,1,1,2,1,1,1,NA,NA,NA,1,3,NA,2,NA,1,NA,NA,NA,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,NA,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,4,4,4,4,4,4,1,5
350,"EDINHO ARAUJO","PMDB","SP",2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,1,1,2,1,1,2,1,1,1,NA,NA,3,1,1,NA,NA,NA,1,NA,NA,NA,2,1,1,2,2,NA,1,2,NA,1,1,1,2,1,1,1,2,2,2,1,2,NA,NA,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
470,"EDINHO BEZ","PMDB","SC",2,1,2,2,2,2,2,1,2,1,1,NA,2,2,1,3,1,1,NA,NA,1,1,1,3,3,1,2,1,2,2,2,1,2,NA,2,2,1,2,1,1,1,2,1,2,2,2,1,NA,NA,NA,1,2,2,NA,NA,NA,1,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,4,2,2,4,1,2,4,1,4,4,1,2,1,4,4
471,"EDISON ANDRINO","PMDB","SC",2,1,NA,NA,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,3,NA,2,2,2,2,1,1,1,2,NA,2,1,2,2,2,NA,NA,NA,2,2,NA,NA,1,1,1,NA,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,NA,1,2,2,1,1,3,1,1,1,2,2,2,1,1,4,4,1,2,1,1,2,4,2,4
554,"EDSON SILVA","PSDB","CE",NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,NA,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,4,1,1,4,4,4,2,1,1,4
230,"EDUARDO BARBOSA","PSDB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,NA,1,2,NA,1,1,1,1,1,1,1,2,NA,1,2,1,1,1,NA,NA,NA,1,1,NA,2,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,2,1,1,2,1,1,5
140,"EDUARDO CAMPOS","PSB","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,NA,NA,NA,2,2,NA,2,2,2,NA,NA,NA,2,2,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,1,4,1,1,1,4,4,4
616,"EDUARDO COELHO","PSDB","SP",2,2,NA,2,2,2,2,2,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,2,2,1,1,1,2,1,NA,NA,2,NA,2,1,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,"EDUARDO JORGE","PT","SP",2,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,2,2,2,2,2,2,2,2,2,NA,1,2,1,NA,1,NA,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,3,2,2,1,2,1,2,1,1,1,1,1,2,2,1
131,"EFRAIM MORAIS","PFL","PB",2,2,2,2,2,2,2,2,2,1,2,2,NA,NA,NA,2,1,2,NA,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,NA,NA,NA,NA,2,2,2,1,NA,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,4,4
22,"ELCIONE BARBALHO","PMDB","PA",2,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,NA,NA,NA,2,2,2,2,1,NA,2,1,1,1,1,1,1,1,2,2,1,2,2,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,1,1,2,3,2,1,NA,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,4,1,1,4,4,4,2,2,4,4
231,"ELIAS MURAD","PSDB","MG",2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,3,2,1,2,2,2,1,2,1,1,1,2,1,4,2,1,1,2,1,1,4
73,"ELISEU MOURA","PL","MA",2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,2,1,2,NA,1,1,2,1,NA,NA,NA,NA,1,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,1,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,NA,1,2,1,2,1,2,4,1,1,4,4,1,2,1,1,2,1,4,4
232,"ELISEU RESENDE","PFL","MG",2,2,2,2,2,2,2,2,NA,1,2,2,2,2,2,2,1,NA,2,2,1,2,2,2,2,1,2,2,1,2,2,1,NA,NA,1,1,1,1,1,1,1,2,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,4,4,4,4,4,4,1,4
2,"ELTON ROHNELT","PFL","RR",2,2,NA,NA,2,2,2,2,NA,1,2,NA,NA,NA,NA,2,NA,2,2,NA,1,2,2,2,NA,1,2,2,1,2,2,1,NA,NA,1,1,1,1,1,1,NA,2,1,1,2,1,1,1,NA,NA,3,1,1,NA,NA,NA,NA,NA,3,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,NA,2,2,2,1,2,2,2,2,NA,2,NA,1,2,1,4,4,4,4,1,4,4,1,2,4,1,5
46,"EMERSON OLAVO PIRES","PSDB","RO",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,2,2,NA,1,2,2,NA,1,1,2,1,1,2,NA,NA,2,1,2,2,1,NA,2,2,1,2,2,2,1,1,4,4,4,2,1,4,4,1,4,4
615,"EMILIO ASSMAR","PPB","AC",2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,NA,NA,2,1,2,2,1,1,1,2,NA,1,NA,2,2,2,NA,NA,1,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,NA,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,4,2,1,1,2,1,2,4
493,"ENIO BACCI","PDT","RS",1,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,NA,2,2,2,2,NA,2,2,1,2,NA,1,2,2,2,NA,2,2,2,2,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,4
132,"ENIVALDO RIBEIRO","PPB","PB",1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,NA,2,1,2,2,2,1,2,2,2,4,2,4,1,1,2,4,1,2,1,1,2,1,1,4
189,"ERALDO TINOCO","PFL","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,4,4,1,2,4,1,4
10,"ERALDO TRINDADE","PPB","AP",2,2,1,2,2,2,2,2,2,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,2,NA,1,1,2,1,1,1,NA,2,2,2,2,1,2,2,NA,NA,1,2,1,NA,2,NA,NA,2,NA,1,2,NA,NA,NA,2,NA,NA,2,2,1,1,1,NA,2,NA,1,NA,2,2,1,2,2,1,1,1,3,1,1,2,1,1,1,4,4,4,2,3,1,2,1,1,2
494,"ESTHER GROSSI","PT","RS",2,1,1,NA,1,1,1,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,1,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,2,1,2,2,NA,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,4,4
587,"ETEVALDA GRASSI DE MENEZES","PMDB","ES",2,2,2,2,2,NA,2,NA,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,2,1,1,NA,2,1,NA,NA,1,1,1,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,4,4,4,4,4,4,1,4
