"id","name","party","state","vote.100000186","vote.100000187","vote.100000188","vote.100000189","vote.100000275","vote.100000276","vote.100000277","vote.100000278","vote.100000279","vote.100000280","vote.100000281","vote.100000282","vote.100000283","vote.100000284","vote.100000285","vote.100000286","vote.100000287","vote.100000288","vote.100000322","vote.100000323","vote.100000324","vote.100000325","vote.100000326","vote.100000327","vote.100000328","vote.100000329","vote.100000330","vote.100000331","vote.100000332","vote.100000333","vote.100000334","vote.100000335","vote.100000336","vote.100000337","vote.100000338","vote.100000339","vote.100000340","vote.100000341","vote.100000342","vote.100000343","vote.100000344","vote.100000345","vote.100000346","vote.100000347","vote.100000348","vote.100000349","vote.100000350","vote.100000351","vote.100000352","vote.100000353","vote.100000354","vote.100000355","vote.100000356","vote.100000357","vote.100000358","vote.100000359","vote.100000360","vote.100000361","vote.100000362","vote.100000363","vote.100000364","vote.100000365","vote.100000366","vote.100000367","vote.100000368","vote.100000369","vote.100000370","vote.100000371","vote.100000372","vote.100000373","vote.100000374","vote.100000375","vote.100000376","vote.100000377","vote.100000378","vote.100000379","vote.100000380","vote.100000381","vote.100000382","vote.100000383","vote.100000384","vote.100000385","vote.100000386","vote.100000387","vote.100000388","vote.100000389","vote.100000390","vote.100000391","vote.100000396","vote.100000397","vote.100000398","vote.100000399","vote.100000400","vote.100000401","vote.100000402","vote.100000403","vote.100000404","vote.100000405","vote.100000406","vote.100000407","vote.100000408","vote.100000409","vote.100000410","vote.100000411","vote.100000412","vote.100000413","vote.100000414","vote.100000415","vote.100000416","vote.100000417","vote.100000418","vote.100000419","vote.100000420","vote.100000421","vote.100000422","vote.100000423","vote.100000424","vote.100000425","vote.100000426","vote.100000427","vote.100000428","vote.100000429","vote.100000430","vote.100000431","vote.100000750","vote.100000751","vote.100000752","vote.100000765","vote.100000766"
367,"JOSE GENOINO","PT","SP",1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,NA,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,NA,1,2,2,2,2,2,2,1,2,NA,2,2,2,2,2,1,1,1,1,1,NA,1,NA,2,1,1,1,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,NA,2,1,NA,2,2,2,2,2,1,2,2,2,NA
452,"JOSE JANENE","PPB","PR",1,NA,1,2,1,1,1,NA,1,2,2,2,1,1,NA,NA,NA,1,NA,2,2,1,2,2,1,1,1,1,NA,1,2,2,1,1,NA,1,1,2,NA,1,NA,1,1,1,2,2,1,1,NA,1,1,1,2,1,NA,2,1,2,1,2,2,2,1,NA,NA,1,1,NA,1,1,1,1,2,1,1,1,1,1,NA,NA,1,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,1,2,1,1,2,2,1,1,1,2,1,1,1,NA,1,3,NA,NA,NA
148,"JOSE JORGE","PFL","PE",1,NA,1,1,1,1,NA,1,2,2,NA,NA,2,1,2,NA,NA,1,2,1,1,2,2,2,1,1,1,NA,NA,NA,2,1,NA,1,2,1,1,2,NA,1,2,1,1,1,2,NA,1,1,NA,1,1,1,2,1,1,NA,1,2,1,2,2,2,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,1,NA,1,NA,NA,1,1,2,1,1,1,1,1,NA,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA
96,"JOSE LINHARES","PPB","CE",1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,NA,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,NA,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,NA,NA,1,1,NA,3,1,1,1,2,1,2,1,1,1,1,1,2,1,1,NA,1,1,1,1,NA,NA,1,2,1,NA,2,1,1,NA,2,1,3,NA,1,1,1,1,NA,NA
574,"JOSE LOURENCO","PPB","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,1,2,1,1,1,1,NA,NA,1,1,1,1,1,NA,1,2,2,1,1,NA,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
136,"JOSE LUIZ CLEROT","PMDB","PB",1,3,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,NA,NA,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,NA,1,NA,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,NA,NA,1,1,1,2,1,NA,1,1,1,1,1,NA,2,1,1,2,NA,1,2,1,1,1,1,NA,2,1,2,1,1,NA,1,3,1,NA,1,1,1,1,1,NA,2,NA,1,1,1,2,1,1,1,1,2,1,1,NA,2,1,2,2,NA,NA
368,"JOSE MACHADO","PT","SP",1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,2,2,1,1,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,NA,1,2,NA,2,2,2,2,1,2,NA,2,2,2,2,2,1,1,1,1,1,NA,1,NA,2,1,1,1,NA,2,2,1,2,2,1,2,2,2,NA,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,NA,NA,NA,2,NA
309,"JOSE MAURICIO","PDT","RJ",1,2,1,1,1,2,NA,2,2,2,1,NA,2,2,2,2,2,1,1,2,2,NA,1,1,2,2,2,2,1,1,2,1,NA,NA,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,NA,NA,2,2,2,2,2,2,2,1,2,NA,1,2,2,2,2,1,1,1,NA,NA,NA,1,NA,2,1,1,1,NA,2,2,1,2,2,1,NA,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,NA,1,NA,1,NA,NA,2,2,1,2,2,1,NA,2,2,NA,NA
149,"JOSE MENDONCA BEZERRA","PFL","PE",1,3,1,2,NA,1,2,1,1,2,2,2,2,1,1,1,1,NA,2,1,1,NA,2,2,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,2,2,1,2,1,1,1,2,2,NA,1,NA,1,1,1,2,1,1,2,1,2,1,NA,2,2,1,1,NA,1,1,NA,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1,1,2,NA,1,1,2,NA,2,1,NA,NA,1,1,NA,1,NA,1,1,1,NA,NA
150,"JOSE MUCIO MONTEIRO","PFL","PE",1,2,1,1,NA,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,NA,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,NA,1,2,2,2,1,1,1,NA,1,NA,1,1,1,1,2,1,NA,1,1,1,1,1,1,2,1,2,2,NA,NA,NA,NA,1,1,1,NA,NA,1,2,1,1,1,1,1,2,NA,1,NA,1,1,NA,1,NA,1,1,1,NA,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA
97,"JOSE PIMENTEL","PT","CE",2,2,1,1,NA,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,NA,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,NA,NA,NA,NA,2,2,2,1,1,NA,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,NA,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,2,1,1,1,1,1,NA,1,NA,2,1,1,1,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,1,2,1,2,2,2,2,2,2,1,2,2,NA,NA
369,"JOSE PINOTTI","PMDB","SP",NA,2,NA,2,NA,NA,NA,2,1,2,2,1,2,2,1,1,1,1,1,2,2,NA,1,1,2,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,2,NA,1,2,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"JOSE PRIANTE","PMDB","PA",1,2,1,1,1,1,2,1,1,2,2,NA,NA,1,1,3,1,1,NA,1,2,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,2,1,1,NA,1,1,2,1,1,1,2,NA,1,1,NA,1,NA,1,2,1,1,2,1,NA,1,2,2,2,1,2,1,1,1,NA,1,NA,1,1,NA,1,1,1,1,1,1,1,1,2,3,2,2,NA,1,1,1,1,1,NA,NA,2,1,2,1,1,1,NA,1,NA,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,NA,1,NA,NA,1,1,1,1,NA,3,NA,NA,2
243,"JOSE REZENDE","PPB","MG",1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,NA,2,1,2,1,2,2,2,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,NA,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,NA,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA
203,"JOSE ROCHA","PFL","BA",1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,NA,NA,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,NA,1,1,1,1,2,NA,2,1,1,1,1,1,1,2,2,2,2,NA,1,1,1,1,1,1,NA,NA,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA
244,"JOSE SANTANA DE VASCONCELLOS","PFL","MG",1,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,1,1,1,NA,NA,1,2,1,1,NA,2,1,1,2,NA,NA,NA,1,1,1,2,NA,1,NA,NA,1,1,NA,2,1,1,1,NA,2,1,2,2,2,NA,NA,NA,1,NA,NA,1,1,NA,1,2,1,2,NA,NA,1,1,1,1,NA,2,2,2,NA,1,NA,1,2,2,1,NA,NA,1,NA,1,1,NA,1,1,2,1,1,1,1,NA,1,1,2,1,1,1,1,NA,2,1,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA
178,"JOSE TELES","PPB","SE",1,2,2,2,NA,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,NA,2,1,1,1,1,1,1,1,2,2,1,NA,NA,NA,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,NA,NA,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,NA,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,NA,NA,1,1,1,1,NA,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,NA,NA
169,"JOSE THOMAZ NONO","PSDB","AL",NA,NA,NA,NA,1,1,2,1,NA,2,1,NA,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,NA,2,1,1,1,2,NA,1,2,2,1,2,2,1,1,2,3,1,1,NA,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,NA,NA,1,NA,1,1,1,2,2,1,NA,1,1,1,1,1,NA,2,2,1,2,NA,1,1,2,1,NA,NA,2,2,1,2,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,NA,2,1,1,1,NA,2,NA,1,1,NA,1,1,1,NA,NA
169,"JOSE THOMAZ NONO",NA,"AL",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,"JOSE TUDE","PTB","BA",1,1,1,1,1,1,2,1,1,2,2,2,NA,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,NA,1,1,NA,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA
418,"JOSIAS GONZAGA","PMDB","GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,"JOVAIR ARANTES","PSDB","GO",1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,NA,1,2,2,1,1,NA,1,1,1,1,2,NA,1,1,2,NA,1,2,2,1,2,1,2,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,NA,1,1,NA,NA,1,2,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,NA,NA,NA,2,1,1,1,NA,NA,1,NA,1,1,1,1,1,2,NA,1,1,2,NA,1,NA,2,1,1,2,NA,2,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
116,"JULIO CESAR","PFL","PI",1,2,1,1,1,1,1,NA,1,2,2,2,NA,1,1,1,1,1,2,1,NA,2,2,2,1,1,1,NA,1,1,2,1,1,1,1,NA,1,2,NA,1,2,1,1,1,NA,2,1,1,NA,3,3,NA,3,3,1,3,1,3,1,NA,3,2,NA,1,1,1,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,1,NA,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,2,1,1,3,1,2,3,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA
518,"JULIO REDECKER","PPB","RS",NA,NA,NA,NA,1,1,1,1,2,3,NA,NA,1,1,2,1,1,1,NA,NA,NA,NA,2,2,1,1,1,1,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,NA,1,1,1,1,NA,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,NA,NA,2,NA,1,2,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
370,"JURANDYR PAIXAO","PMDB","SP",NA,2,NA,2,NA,1,NA,NA,2,2,2,1,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,2,1,2,1,1,1,1,2,2,1,1,2,1,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,1,1,1,1,2,2,2,2,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,2,1,2,2,NA,NA,1,NA,NA,1,1,1,1,2,NA,NA,NA,NA,NA
371,"KOYU IHA","PSDB","SP",1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,2,1,1,2,2,1,2,1,1,1,2,NA,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,NA,1,1,NA,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,NA,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,NA,NA
245,"LAEL VARELLA","PFL","MG",1,1,1,NA,NA,NA,NA,1,NA,2,2,2,2,1,2,NA,NA,NA,2,1,1,NA,2,2,1,1,NA,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,NA,NA,NA,1,1,NA,1,1,1,1,2,1,NA,1,1,1,1,1,1,2,1,2,2,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
125,"LAIRE ROSADO","PMDB","RN",1,2,NA,NA,NA,1,2,NA,1,2,2,NA,NA,1,1,1,NA,NA,1,1,1,NA,2,2,1,NA,1,1,1,NA,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,NA,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,2,1,2,2,NA,1,1,1,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
310,"LAPROVITA VIEIRA","PPB","RJ",NA,2,1,1,1,NA,1,2,3,NA,2,NA,1,1,1,1,1,1,2,NA,2,1,2,2,1,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,1,1,1,1,1,1,NA,1,1,2,1,2,1,2,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,NA,1,NA,1,1,1,NA,2,2,2,2,NA,1,3,NA,NA,1,1,NA,NA,3,2,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,2,2,NA,NA,NA,1,NA,NA,1,1,1,1,NA,3,NA,NA,NA
311,"LAURA CARNEIRO","PFL","RJ",1,2,1,1,NA,1,2,1,1,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,NA,1,2,1,2,2,2,1,NA,NA,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA
477,"LEONEL PAVAN","PDT","SC",1,2,1,2,1,1,2,2,1,2,1,2,NA,2,NA,NA,NA,1,1,2,2,NA,1,1,2,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2,2,1,1,NA,2,2,2,2,2,1,1,1,1,1,1,2,NA,1,1,2,2,NA,1,2,NA,2,2,2,2,1,2,NA,1,1,2,2,2,NA,NA,1,2,1,NA,2,NA,2,1,1,1,2,2,2,1,1,1,1,1,2,NA,2,2,2,NA,2,2,NA,NA,1,2,1,2,1,1,2,NA,1,2,1,2,NA,NA,1,2,2,NA,NA
98,"LEONIDAS CRISTINO","PSDB","CE",1,2,1,1,1,1,NA,1,1,2,2,2,2,1,1,1,1,1,3,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,NA,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,2,NA,1,1,1,1,1,1,2,1,1,2,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,NA,NA
246,"LEOPOLDO BESSONE","PTB","MG",NA,2,1,2,1,1,2,1,1,3,NA,NA,1,1,1,1,1,1,3,2,2,2,2,1,NA,1,1,1,NA,NA,2,2,1,3,1,1,1,2,NA,NA,NA,1,1,2,2,2,2,1,2,1,1,2,2,1,NA,2,1,2,1,1,2,NA,1,1,1,1,1,NA,1,1,1,2,2,3,1,1,1,3,2,NA,1,2,1,NA,NA,NA,NA,3,1,1,1,2,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,NA,1,1,2,1,1,2,2,NA,1,1,1,1,1,1,1,1,1,2,2,3,NA,NA
204,"LEUR LOMANTO","PFL","BA",1,2,1,1,1,1,2,1,1,2,NA,2,2,1,1,1,1,1,2,1,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,NA,1,1,1,NA,NA,NA,2,1,1,1,1,1,1,2,2,2,2,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,2,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,1,1,1,1,1,1,1,NA,NA
420,"LIDIA QUINAN","PMDB","GO",1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,NA,NA,NA,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,NA,1,1,NA,1,1,1,2,1,1,2,1,2,1,1,2,2,1,NA,NA,1,1,NA,1,1,NA,1,2,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,NA,NA,1,1,1,1,2,1,NA,1,1,2,1,1,1,1,1,1,1,NA,NA
312,"LIMA NETTO","PFL","RJ",1,2,1,2,1,1,NA,1,2,2,2,1,1,1,2,1,NA,1,2,1,1,2,2,2,1,1,NA,NA,1,1,2,1,1,NA,2,1,1,NA,NA,1,2,1,1,1,2,2,1,1,NA,1,1,NA,2,1,1,2,1,2,1,2,2,2,1,NA,NA,1,1,NA,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,NA,1,1,1,1,1,NA,1,NA,NA,2,1,1,NA,2,2,1,1,1,2,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,2,1,1,1,1,NA
313,"LINDBERG FARIAS","PCdoB","RJ",2,2,2,1,1,2,2,2,1,2,1,1,NA,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,NA,NA,2,2,1,1,2,2,2,2,2,2,NA,1,1,1,1,NA,2,1,1,1,2,2,NA,2,2,NA,2,2,2,2,1,2,NA,2,2,2,2,2,1,1,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,2,2,2,2,2,1,1,2,2,2,NA,NA,2,1,2,2,NA,NA,2,2,1,2,2,NA,NA
4,"LUCIANO CASTRO","PSDB","RR",NA,2,1,2,1,NA,2,NA,1,2,2,2,1,1,1,1,NA,1,2,1,1,2,2,2,1,1,1,1,1,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,1,1,1,2,NA,NA,1,NA,1,1,1,2,1,1,2,1,NA,1,1,2,2,1,2,1,1,NA,NA,1,1,1,1,2,NA,NA,1,NA,1,1,1,1,2,1,2,2,NA,1,1,2,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,1,1,2,2,2,NA,1,1,1,1,1,1,1,1,1,1,NA,2
453,"LUCIANO PIZZATTO","PFL","PR",1,2,1,2,1,1,1,1,2,NA,2,2,2,NA,NA,NA,NA,1,2,1,1,2,2,2,1,NA,1,1,NA,NA,2,1,NA,1,2,1,1,NA,1,NA,1,1,1,1,1,NA,NA,1,NA,1,1,1,2,1,1,2,1,2,1,2,2,2,1,NA,NA,1,1,NA,1,1,1,NA,NA,NA,2,1,1,1,1,1,1,2,1,2,2,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,NA
372,"LUCIANO ZICA","PT","SP",2,2,1,1,1,NA,NA,2,2,2,1,1,2,2,2,2,2,2,2,2,2,NA,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,2,NA,1,2,2,2,2,2,2,1,2,NA,2,2,2,2,2,1,1,1,1,1,NA,1,NA,2,1,1,1,2,NA,2,1,2,2,1,NA,2,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,1,2,1,2,2,2,2,2,2,1,2,2,NA,NA
5,"LUIS BARBOSA","PPB","RR",1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,NA,2,2,1,1,1,1,1,1,2,NA,NA,1,NA,NA,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,NA,1,1,2,NA,NA,NA,NA,1,1,2,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,2,1,1,1,NA,2,2,1,1,1,2,1,1,1,1,1,1,1,NA,2
